Datum;Kontobezeichnung;Nummer;Beschreibung;Bemerkung;Buchungstext;Kategorie;Kontoart;Aktion;Abgleichen;Nach m. Währung;Von m. Währung;Nach numerisch;Von numerisch;Nach Kurs;Von Kurs
;;;;;;Girokonto;S;;N;;-59,95 €;;-59,95;;1,00
28.03.2017;Outdoor;;Harscheisen Sport Adler;;;Girokonto;T;;N;65,90 €;;65,90;;;
;;;;;;Outdoor;S;;N;65,90 €;;65,90;;1,00;
;;;;;;Girokonto;S;;N;;-65,90 €;;-65,90;;1,00
20.07.2017;Outdoor;;Wanderführer GR11;;;Girokonto;T;;N;14,90 €;;14,90;;;
;;;;;;Outdoor;S;;N;14,90 €;;14,90;;1,00;
;;;;;;Girokonto;S;;N;;-14,90 €;;-14,90;;1,00
21.07.2017;Outdoor;;Solarladegerät;;;Girokonto;T;;N;106,85 €;;106,85;;;
;;;;;;Outdoor;S;;N;106,85 €;;106,85;;1,00;
;;;;;;Girokonto;S;;N;;-106,85 €;;-106,85;;1,00
31.07.2017;Outdoor;;Merino Kleidung;;;Girokonto;T;;N;164,84 €;;164,84;;;
;;;;;;Outdoor;S;;N;164,84 €;;164,84;;1,00;
;;;;;;Girokonto;S;;N;;-164,84 €;;-164,84;;1,00
31.07.2017;Outdoor;;Merino Kleidung;;;Girokonto;T;;N;49,90 €;;49,90;;;
;;;;;;Outdoor;S;;N;49,90 €;;49,90;;1,00;
;;;;;;Girokonto;S;;N;;-49,90 €;;-49,90;;1,00
07.08.2017;Outdoor;;Pyrenäen Karte;;;Girokonto;T;;N;15,90 €;;15,90;;;
;;;;;;Outdoor;S;;N;15,90 €;;15,90;;1,00;
;;;;;;Girokonto;S;;N;;-15,90 €;;-15,90;;1,00
07.08.2017;Outdoor;;Basislager;;;Girokonto;T;;N;73,00 €;;73,00;;;
;;;;;;Outdoor;S;;N;73,00 €;;73,00;;1,00;
;;;;;;Girokonto;S;;N;;-73,00 €;;-73,00;;1,00
28.08.2017;Outdoor;;Basislager;;;Girokonto;T;;N;20,65 €;;20,65;;;
;;;;;;Outdoor;S;;N;20,65 €;;20,65;;1,00;
;;;;;;Girokonto;S;;N;;-20,65 €;;-20,65;;1,00
02.11.2017;Outdoor;;Basislager;;;Girokonto;T;;N;20,95 €;;20,95;;;
;;;;;;Outdoor;S;;N;20,95 €;;20,95;;1,00;
;;;;;;Girokonto;S;;N;;-20,95 €;;-20,95;;1,00
08.12.2017;Outdoor;;Basislager;;;Girokonto;T;;N;179,95 €;;179,95;;;
;;;;;;Outdoor;S;;N;179,95 €;;179,95;;1,00;
;;;;;;Girokonto;S;;N;;-179,95 €;;-179,95;;1,00
12.12.2017;Outdoor;;Basislager;;;Girokonto;T;;N;99,95 €;;99,95;;;
;;;;;;Outdoor;S;;N;99,95 €;;99,95;;1,00;
;;;;;;Girokonto;S;;N;;-99,95 €;;-99,95;;1,00
19.12.2017;Outdoor;;Decathlon;;;Girokonto;T;;N;10,98 €;;10,98;;;
;;;;;;Outdoor;S;;N;10,98 €;;10,98;;1,00;
;;;;;;Girokonto;S;;N;;-10,98 €;;-10,98;;1,00
29.01.2018;Outdoor;;Alpenverein;;;Girokonto;T;;N;75,00 €;;75,00;;;
;;;;;;Outdoor;S;;N;75,00 €;;75,00;;1,00;
;;;;;;Girokonto;S;;N;;-75,00 €;;-75,00;;1,00
09.03.2018;Outdoor;;Hardshell Jacke;;;Girokonto;T;;N;189,98 €;;189,98;;;
;;;;;;Outdoor;S;;N;189,98 €;;189,98;;1,00;
;;;;;;Girokonto;S;;N;;-189,98 €;;-189,98;;1,00
09.03.2018;Outdoor;;Basislager;;;Girokonto;T;;N;18,75 €;;18,75;;;
;;;;;;Outdoor;S;;N;18,75 €;;18,75;;1,00;
;;;;;;Girokonto;S;;N;;-18,75 €;;-18,75;;1,00
06.08.2018;Outdoor;;Rucksack Intersport;;;Girokonto;T;;N;125,80 €;;125,80;;;
;;;;;;Outdoor;S;;N;125,80 €;;125,80;;1,00;
;;;;;;Girokonto;S;;N;;-125,80 €;;-125,80;;1,00
11.06.2015;Kleidung;;HM;;;Girokonto;T;;N;27,97 €;;27,97;;;
;;;;;;Kleidung;S;;N;27,97 €;;27,97;;1,00;
;;;;;;Girokonto;S;;N;;-27,97 €;;-27,97;;1,00
14.07.2015;Kleidung;;Misericordia;;;Girokonto;T;;N;190,00 €;;190,00;;;
;;;;;;Kleidung;S;;N;190,00 €;;190,00;;1,00;
;;;;;;Girokonto;S;;N;;-190,00 €;;-190,00;;1,00
14.07.2015;Kleidung;;Levis;;;Girokonto;T;;N;114,80 €;;114,80;;;
;;;;;;Kleidung;S;;N;114,80 €;;114,80;;1,00;
;;;;;;Girokonto;S;;N;;-114,80 €;;-114,80;;1,00
20.07.2015;Kleidung;;Zündstoff;;;Girokonto;T;;N;118,20 €;;118,20;;;
;;;;;;Kleidung;S;;N;118,20 €;;118,20;;1,00;
;;;;;;Girokonto;S;;N;;-118,20 €;;-118,20;;1,00
27.08.2015;Kleidung;;Knowledge Cotton Apparel;;;Girokonto;T;;N;282,81 €;;282,81;;;
;;;;;;Kleidung;S;;N;282,81 €;;282,81;;1,00;
;;;;;;Girokonto;S;;N;;-282,81 €;;-282,81;;1,00
09.09.2015;Kleidung;;Ruffstuff Jacke;;;Girokonto;T;;N;268,95 €;;268,95;;;
;;;;;;Kleidung;S;;N;268,95 €;;268,95;;1,00;
;;;;;;Girokonto;S;;N;;-268,95 €;;-268,95;;1,00
19.10.2015;Kleidung;;H&M;;;Girokonto;T;;N;52,97 €;;52,97;;;
;;;;;;Kleidung;S;;N;52,97 €;;52,97;;1,00;
;;;;;;Girokonto;S;;N;;-52,97 €;;-52,97;;1,00
25.11.2015;Kleidung;;Winterschuhe;;;Girokonto;T;;N;169,95 €;;169,95;;;
;;;;;;Kleidung;S;;N;169,95 €;;169,95;;1,00;
;;;;;;Girokonto;S;;N;;-169,95 €;;-169,95;;1,00
26.11.2015;Kleidung;;Handschuhe;;;Girokonto;T;;N;12,99 €;;12,99;;;
;;;;;;Kleidung;S;;N;12,99 €;;12,99;;1,00;
;;;;;;Girokonto;S;;N;;-12,99 €;;-12,99;;1,00
15.12.2015;Kleidung;;Hose Levis;;;Girokonto;T;;N;52,99 €;;52,99;;;
;;;;;;Kleidung;S;;N;52,99 €;;52,99;;1,00;
;;;;;;Girokonto;S;;N;;-52,99 €;;-52,99;;1,00
04.02.2016;Kleidung;;Merino-Jacke;;;Girokonto;T;;N;99,00 €;;99,00;;;
;;;;;;Kleidung;S;;N;99,00 €;;99,00;;1,00;
;;;;;;Girokonto;S;;N;;-99,00 €;;-99,00;;1,00
31.03.2016;Kleidung;;Zündstoff;;;Girokonto;T;;N;404,60 €;;404,60;;;
;;;;;;Kleidung;S;;N;404,60 €;;404,60;;1,00;
;;;;;;Girokonto;S;;N;;-404,60 €;;-404,60;;1,00
18.04.2016;Kleidung;;Schuhe;;;Girokonto;T;;N;112,00 €;;112,00;;;
;;;;;;Kleidung;S;;N;112,00 €;;112,00;;1,00;
;;;;;;Girokonto;S;;N;;-112,00 €;;-112,00;;1,00
18.04.2016;Kleidung;;Schuhe;;;Girokonto;T;;N;70,00 €;;70,00;;;
;;;;;;Kleidung;S;;N;70,00 €;;70,00;;1,00;
;;;;;;Girokonto;S;;N;;-70,00 €;;-70,00;;1,00
01.07.2016;Kleidung;;Misericordia;;;Girokonto;T;;N;201,80 €;;201,80;;;
;;;;;;Kleidung;S;;N;201,80 €;;201,80;;1,00;
;;;;;;Girokonto;S;;N;;-201,80 €;;-201,80;;1,00
18.07.2016;Kleidung;;Nudie Jeans;;;Girokonto;T;;N;69,40 €;;69,40;;;
;;;;;;Kleidung;S;;N;69,40 €;;69,40;;1,00;
;;;;;;Girokonto;S;;N;;-69,40 €;;-69,40;;1,00
04.08.2016;Kleidung;;Nudie Jeans;;;Girokonto;T;;N;128,80 €;;128,80;;;
;;;;;;Kleidung;S;;N;128,80 €;;128,80;;1,00;
;;;;;;Girokonto;S;;N;;-128,80 €;;-128,80;;1,00
15.11.2016;Kleidung;;Amazon;;;Girokonto;T;;N;14,43 €;;14,43;;;
;;;;;;Kleidung;S;;N;14,43 €;;14,43;;1,00;
;;;;;;Girokonto;S;;N;;-14,43 €;;-14,43;;1,00
23.01.2017;Kleidung;;Amazon;;;Girokonto;T;;N;29,95 €;;29,95;;;
;;;;;;Kleidung;S;;N;29,95 €;;29,95;;1,00;
;;;;;;Girokonto;S;;N;;-29,95 €;;-29,95;;1,00
22.03.2017;Kleidung;;Reperaturkit;;;Girokonto;T;;N;5,94 €;;5,94;;;
;;;;;;Kleidung;S;;N;5,94 €;;5,94;;1,00;
;;;;;;Girokonto;S;;N;;-5,94 €;;-5,94;;1,00
25.10.2017;Kleidung;;Regenhose;;;Girokonto;T;;N;64,95 €;;64,95;;;
;;;;;;Kleidung;S;;N;64,95 €;;64,95;;1,00;
;;;;;;Girokonto;S;;N;;-64,95 €;;-64,95;;1,00
05.03.2018;Kleidung;;Socken;;;Girokonto;T;;N;27,09 €;;27,09;;;
;;;;;;Kleidung;S;;N;27,09 €;;27,09;;1,00;
;;;;;;Girokonto;S;;N;;-27,09 €;;-27,09;;1,00
30.05.2018;Kleidung;;Flip Flops;;;Girokonto;T;;N;14,86 €;;14,86;;;
;;;;;;Kleidung;S;;N;14,86 €;;14,86;;1,00;
;;;;;;Girokonto;S;;N;;-14,86 €;;-14,86;;1,00
31.05.2018;Kleidung;;Zündstoff;;;Girokonto;T;;N;93,00 €;;93,00;;;
;;;;;;Kleidung;S;;N;93,00 €;;93,00;;1,00;
;;;;;;Girokonto;S;;N;;-93,00 €;;-93,00;;1,00
07.04.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;6,22 €;;6,22;;;
;;;;;;Lebensmittel;S;;N;6,22 €;;6,22;;1,00;
;;;;;;Bargeld;S;;N;;-6,22 €;;-6,22;;1,00
07.04.2015;Lebensmittel;;Sprudler-Gas;;;Bargeld;T;;N;8,95 €;;8,95;;;
;;;;;;Lebensmittel;S;;N;8,95 €;;8,95;;1,00;
;;;;;;Bargeld;S;;N;;-8,95 €;;-8,95;;1,00
11.04.2015;Lebensmittel;;Käse;;;Bargeld;T;;N;8,41 €;;8,41;;;
;;;;;;Lebensmittel;S;;N;8,41 €;;8,41;;1,00;
;;;;;;Bargeld;S;;N;;-8,41 €;;-8,41;;1,00
11.04.2015;Lebensmittel;;Oliven;;;Bargeld;T;;N;11,20 €;;11,20;;;
;;;;;;Lebensmittel;S;;N;11,20 €;;11,20;;1,00;
;;;;;;Bargeld;S;;N;;-11,20 €;;-11,20;;1,00
13.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;17,50 €;;17,50;;;
;;;;;;Lebensmittel;S;;N;17,50 €;;17,50;;1,00;
;;;;;;Girokonto;S;;N;;-17,50 €;;-17,50;;1,00
15.04.2015;Lebensmittel;;Aldi;;;Girokonto;T;;N;19,65 €;;19,65;;;
;;;;;;Lebensmittel;S;;N;19,65 €;;19,65;;1,00;
;;;;;;Girokonto;S;;N;;-19,65 €;;-19,65;;1,00
15.04.2015;Lebensmittel;;Tee-Geschwender;;;Girokonto;T;;N;20,65 €;;20,65;;;
;;;;;;Lebensmittel;S;;N;20,65 €;;20,65;;1,00;
;;;;;;Girokonto;S;;N;;-20,65 €;;-20,65;;1,00
15.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;11,29 €;;11,29;;;
;;;;;;Lebensmittel;S;;N;11,29 €;;11,29;;1,00;
;;;;;;Girokonto;S;;N;;-11,29 €;;-11,29;;1,00
15.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;13,00 €;;13,00;;;
;;;;;;Lebensmittel;S;;N;13,00 €;;13,00;;1,00;
;;;;;;Girokonto;S;;N;;-13,00 €;;-13,00;;1,00
16.04.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,65 €;;1,65;;;
;;;;;;Lebensmittel;S;;N;1,65 €;;1,65;;1,00;
;;;;;;Bargeld;S;;N;;-1,65 €;;-1,65;;1,00
17.04.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,50 €;;2,50;;;
;;;;;;Lebensmittel;S;;N;2,50 €;;2,50;;1,00;
;;;;;;Bargeld;S;;N;;-2,50 €;;-2,50;;1,00
18.04.2015;Lebensmittel;;Oliven;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
20.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;13,25 €;;13,25;;;
;;;;;;Lebensmittel;S;;N;13,25 €;;13,25;;1,00;
;;;;;;Girokonto;S;;N;;-13,25 €;;-13,25;;1,00
20.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;16,89 €;;16,89;;;
;;;;;;Lebensmittel;S;;N;16,89 €;;16,89;;1,00;
;;;;;;Girokonto;S;;N;;-16,89 €;;-16,89;;1,00
20.04.2015;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Girokonto;S;;N;;-20,00 €;;-20,00;;1,00
22.04.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;5,17 €;;5,17;;;
;;;;;;Lebensmittel;S;;N;5,17 €;;5,17;;1,00;
;;;;;;Bargeld;S;;N;;-5,17 €;;-5,17;;1,00
24.04.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,60 €;;1,60;;;
;;;;;;Lebensmittel;S;;N;1,60 €;;1,60;;1,00;
;;;;;;Bargeld;S;;N;;-1,60 €;;-1,60;;1,00
27.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;16,39 €;;16,39;;;
;;;;;;Lebensmittel;S;;N;16,39 €;;16,39;;1,00;
;;;;;;Girokonto;S;;N;;-16,39 €;;-16,39;;1,00
30.04.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;14,63 €;;14,63;;;
;;;;;;Lebensmittel;S;;N;14,63 €;;14,63;;1,00;
;;;;;;Girokonto;S;;N;;-14,63 €;;-14,63;;1,00
01.05.2015;Lebensmittel;;Wein;;;Bargeld;T;;N;7,00 €;;7,00;;;
;;;;;;Lebensmittel;S;;N;7,00 €;;7,00;;1,00;
;;;;;;Bargeld;S;;N;;-7,00 €;;-7,00;;1,00
04.05.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;12,46 €;;12,46;;;
;;;;;;Lebensmittel;S;;N;12,46 €;;12,46;;1,00;
;;;;;;Girokonto;S;;N;;-12,46 €;;-12,46;;1,00
04.05.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;21,43 €;;21,43;;;
;;;;;;Lebensmittel;S;;N;21,43 €;;21,43;;1,00;
;;;;;;Girokonto;S;;N;;-21,43 €;;-21,43;;1,00
05.05.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;15,06 €;;15,06;;;
;;;;;;Lebensmittel;S;;N;15,06 €;;15,06;;1,00;
;;;;;;Girokonto;S;;N;;-15,06 €;;-15,06;;1,00
07.05.2015;Lebensmittel;;Aldi;;;Girokonto;T;;N;18,73 €;;18,73;;;
;;;;;;Lebensmittel;S;;N;18,73 €;;18,73;;1,00;
;;;;;;Girokonto;S;;N;;-18,73 €;;-18,73;;1,00
07.05.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,60 €;;2,60;;;
;;;;;;Lebensmittel;S;;N;2,60 €;;2,60;;1,00;
;;;;;;Bargeld;S;;N;;-2,60 €;;-2,60;;1,00
08.05.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,60 €;;2,60;;;
;;;;;;Lebensmittel;S;;N;2,60 €;;2,60;;1,00;
;;;;;;Bargeld;S;;N;;-2,60 €;;-2,60;;1,00
11.05.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;22,56 €;;22,56;;;
;;;;;;Lebensmittel;S;;N;22,56 €;;22,56;;1,00;
;;;;;;Girokonto;S;;N;;-22,56 €;;-22,56;;1,00
12.05.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;11,72 €;;11,72;;;
;;;;;;Lebensmittel;S;;N;11,72 €;;11,72;;1,00;
;;;;;;Girokonto;S;;N;;-11,72 €;;-11,72;;1,00
21.05.2015;Lebensmittel;;Scheck-IN;;;Girokonto;T;;N;33,88 €;;33,88;;;
;;;;;;Lebensmittel;S;;N;33,88 €;;33,88;;1,00;
;;;;;;Girokonto;S;;N;;-33,88 €;;-33,88;;1,00
21.05.2015;Lebensmittel;;Alnatura;;;Girokonto;T;;N;14,87 €;;14,87;;;
;;;;;;Lebensmittel;S;;N;14,87 €;;14,87;;1,00;
;;;;;;Girokonto;S;;N;;-14,87 €;;-14,87;;1,00
21.05.2015;Lebensmittel;;Alnatura;;;Girokonto;T;;N;21,85 €;;21,85;;;
;;;;;;Lebensmittel;S;;N;21,85 €;;21,85;;1,00;
;;;;;;Girokonto;S;;N;;-21,85 €;;-21,85;;1,00
01.06.2015;Lebensmittel;;Aimes;;;Bargeld;T;;N;30,00 €;;30,00;;;
;;;;;;Lebensmittel;S;;N;30,00 €;;30,00;;1,00;
;;;;;;Bargeld;S;;N;;-30,00 €;;-30,00;;1,00
03.06.2015;Lebensmittel;;El Pertus;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
05.06.2015;Lebensmittel;;Verpflegung;;;Bargeld;T;;N;20,00 €;;20,00;;;
;;;;;;Lebensmittel;S;;N;20,00 €;;20,00;;1,00;
;;;;;;Bargeld;S;;N;;-20,00 €;;-20,00;;1,00
06.06.2015;Lebensmittel;;Erdbeeren;;;Bargeld;T;;N;3,00 €;;3,00;;;
;;;;;;Lebensmittel;S;;N;3,00 €;;3,00;;1,00;
;;;;;;Bargeld;S;;N;;-3,00 €;;-3,00;;1,00
08.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;12,13 €;;12,13;;;
;;;;;;Lebensmittel;S;;N;12,13 €;;12,13;;1,00;
;;;;;;Girokonto;S;;N;;-12,13 €;;-12,13;;1,00
08.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,60 €;;2,60;;;
;;;;;;Lebensmittel;S;;N;2,60 €;;2,60;;1,00;
;;;;;;Bargeld;S;;N;;-2,60 €;;-2,60;;1,00
09.06.2015;Lebensmittel;;Spargel+Erdbeeren;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
10.06.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;12,00 €;;12,00;;;
;;;;;;Lebensmittel;S;;N;12,00 €;;12,00;;1,00;
;;;;;;Bargeld;S;;N;;-12,00 €;;-12,00;;1,00
10.06.2015;Lebensmittel;;Spargel;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
13.06.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;9,00 €;;9,00;;;
;;;;;;Lebensmittel;S;;N;9,00 €;;9,00;;1,00;
;;;;;;Bargeld;S;;N;;-9,00 €;;-9,00;;1,00
13.06.2015;Lebensmittel;;Oliven;;;Bargeld;T;;N;9,30 €;;9,30;;;
;;;;;;Lebensmittel;S;;N;9,30 €;;9,30;;1,00;
;;;;;;Bargeld;S;;N;;-9,30 €;;-9,30;;1,00
13.06.2015;Lebensmittel;;Gemüse;;;Bargeld;T;;N;14,00 €;;14,00;;;
;;;;;;Lebensmittel;S;;N;14,00 €;;14,00;;1,00;
;;;;;;Bargeld;S;;N;;-14,00 €;;-14,00;;1,00
14.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,20 €;;2,20;;;
;;;;;;Lebensmittel;S;;N;2,20 €;;2,20;;1,00;
;;;;;;Bargeld;S;;N;;-2,20 €;;-2,20;;1,00
15.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;23,39 €;;23,39;;;
;;;;;;Lebensmittel;S;;N;23,39 €;;23,39;;1,00;
;;;;;;Girokonto;S;;N;;-23,39 €;;-23,39;;1,00
16.06.2015;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;29,43 €;;29,43;;;
;;;;;;Lebensmittel;S;;N;29,43 €;;29,43;;1,00;
;;;;;;Girokonto;S;;N;;-29,43 €;;-29,43;;1,00
18.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;11,10 €;;11,10;;;
;;;;;;Lebensmittel;S;;N;11,10 €;;11,10;;1,00;
;;;;;;Girokonto;S;;N;;-11,10 €;;-11,10;;1,00
18.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,20 €;;2,20;;;
;;;;;;Lebensmittel;S;;N;2,20 €;;2,20;;1,00;
;;;;;;Bargeld;S;;N;;-2,20 €;;-2,20;;1,00
20.06.2015;Lebensmittel;;Erdbeeren;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
22.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;13,48 €;;13,48;;;
;;;;;;Lebensmittel;S;;N;13,48 €;;13,48;;1,00;
;;;;;;Girokonto;S;;N;;-13,48 €;;-13,48;;1,00
22.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;14,84 €;;14,84;;;
;;;;;;Lebensmittel;S;;N;14,84 €;;14,84;;1,00;
;;;;;;Girokonto;S;;N;;-14,84 €;;-14,84;;1,00
23.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
24.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;22,54 €;;22,54;;;
;;;;;;Lebensmittel;S;;N;22,54 €;;22,54;;1,00;
;;;;;;Girokonto;S;;N;;-22,54 €;;-22,54;;1,00
25.06.2015;Lebensmittel;;Tee-Geschwender;;;Girokonto;T;;N;14,40 €;;14,40;;;
;;;;;;Lebensmittel;S;;N;14,40 €;;14,40;;1,00;
;;;;;;Girokonto;S;;N;;-14,40 €;;-14,40;;1,00
25.06.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;16,09 €;;16,09;;;
;;;;;;Lebensmittel;S;;N;16,09 €;;16,09;;1,00;
;;;;;;Girokonto;S;;N;;-16,09 €;;-16,09;;1,00
26.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
26.06.2015;Lebensmittel;;Aldi;;;Girokonto;T;;N;14,53 €;;14,53;;;
;;;;;;Lebensmittel;S;;N;14,53 €;;14,53;;1,00;
;;;;;;Girokonto;S;;N;;-14,53 €;;-14,53;;1,00
27.06.2015;Lebensmittel;;Oliven;;;Bargeld;T;;N;10,60 €;;10,60;;;
;;;;;;Lebensmittel;S;;N;10,60 €;;10,60;;1,00;
;;;;;;Bargeld;S;;N;;-10,60 €;;-10,60;;1,00
27.06.2015;Lebensmittel;;Gemüse;;;Bargeld;T;;N;16,00 €;;16,00;;;
;;;;;;Lebensmittel;S;;N;16,00 €;;16,00;;1,00;
;;;;;;Bargeld;S;;N;;-16,00 €;;-16,00;;1,00
29.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
30.06.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
01.07.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
01.07.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;15,20 €;;15,20;;;
;;;;;;Lebensmittel;S;;N;15,20 €;;15,20;;1,00;
;;;;;;Bargeld;S;;N;;-15,20 €;;-15,20;;1,00
04.07.2015;Lebensmittel;;Gemüse;;;Bargeld;T;;N;12,15 €;;12,15;;;
;;;;;;Lebensmittel;S;;N;12,15 €;;12,15;;1,00;
;;;;;;Bargeld;S;;N;;-12,15 €;;-12,15;;1,00
04.07.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;10,00 €;;10,00;;;
;;;;;;Lebensmittel;S;;N;10,00 €;;10,00;;1,00;
;;;;;;Bargeld;S;;N;;-10,00 €;;-10,00;;1,00
06.07.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;23,45 €;;23,45;;;
;;;;;;Lebensmittel;S;;N;23,45 €;;23,45;;1,00;
;;;;;;Girokonto;S;;N;;-23,45 €;;-23,45;;1,00
08.07.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;12,60 €;;12,60;;;
;;;;;;Lebensmittel;S;;N;12,60 €;;12,60;;1,00;
;;;;;;Girokonto;S;;N;;-12,60 €;;-12,60;;1,00
09.07.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
10.07.2015;Lebensmittel;;Oliven;;;Bargeld;T;;N;12,50 €;;12,50;;;
;;;;;;Lebensmittel;S;;N;12,50 €;;12,50;;1,00;
;;;;;;Bargeld;S;;N;;-12,50 €;;-12,50;;1,00
10.07.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;2,00 €;;2,00;;;
;;;;;;Lebensmittel;S;;N;2,00 €;;2,00;;1,00;
;;;;;;Bargeld;S;;N;;-2,00 €;;-2,00;;1,00
11.07.2015;Lebensmittel;;Markt;;;Bargeld;T;;N;15,50 €;;15,50;;;
;;;;;;Lebensmittel;S;;N;15,50 €;;15,50;;1,00;
;;;;;;Bargeld;S;;N;;-15,50 €;;-15,50;;1,00
13.07.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;21,43 €;;21,43;;;
;;;;;;Lebensmittel;S;;N;21,43 €;;21,43;;1,00;
;;;;;;Girokonto;S;;N;;-21,43 €;;-21,43;;1,00
14.07.2015;Lebensmittel;;Füllhorn;;;Girokonto;T;;N;53,84 €;;53,84;;;
;;;;;;Lebensmittel;S;;N;53,84 €;;53,84;;1,00;
;;;;;;Girokonto;S;;N;;-53,84 €;;-53,84;;1,00
15.07.2015;Lebensmittel;;Penny;;;Girokonto;T;;N;15,69 €;;15,69;;;
;;;;;;Lebensmittel;S;;N;15,69 €;;15,69;;1,00;
;;;;;;Girokonto;S;;N;;-15,69 €;;-15,69;;1,00
16.07.2015;Lebensmittel;;Penny;;;Bargeld;T;;N;5,00 €;;5,00;;;
;;;;;;Lebensmittel;S;;N;5,00 €;;5,00;;1,00;
;;;;;;Bargeld;S;;N;;-5,00 €;;-5,00;;1,00
16.07.2015;Lebensmittel;;Bäcker;;;Bargeld;T;;N;1,60 €;;1,60;;;
;;;;;;Lebensmittel;S;;N;1,60 €;;1,60;;1,00;
